rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
19,Neon,1.01,16.1,16.0,4.1,0.48,0.02,229,953203,e7,act1,silver2
20,Yoru,1.02,15.6,15.4,4.3,0.469,0.018,219,863581,e7,act1,silver2
21,Harbor,0.91,13.8,15.1,5.8,0.462,0.009,193,442814,e7,act1,silver2
22,KAY/O,0.91,13.9,15.3,8.3,0.458,0.022,201,1089952,e7,act1,silver2
1,Brimstone,0.97,14.2,14.7,7.8,0.507,0.059,205,3180017,e7,act1,silver1
2,Reyna,1.17,17.8,15.2,4.5,0.503,0.119,251,6434144,e7,act1,silver1
3,Killjoy,0.99,13.9,14.1,3.9,0.503,0.057,198,3081928,e7,act1,silver1
4,Phoenix,1.11,16.7,15.1,4.6,0.502,0.035,237,1892501,e7,act1,silver1
5,Sage,0.9,13.1,14.7,6.9,0.5,0.089,186,4820274,e7,act1,silver1
6,Raze,1.05,16.3,15.5,4.9,0.499,0.069,239,3744598,e7,act1,silver1
7,Jett,1.11,17.1,15.5,3.9,0.496,0.086,241,4655221,e7,act1,silver1
8,Astra,1.03,14.8,14.4,5.9,0.494,0.015,206,784621,e7,act1,silver1
9,Gekko,0.92,13.7,14.9,4.8,0.494,0.033,191,1793711,e7,act1,silver1
10,Skye,0.92,13.6,14.8,7.5,0.492,0.059,194,3200318,e7,act1,silver1
11,Sova,0.97,14.2,14.5,5.4,0.492,0.034,202,1809482,e7,act1,silver1
12,Cypher,0.99,14.2,14.3,4.8,0.49,0.034,197,1811647,e7,act1,silver1
13,Fade,0.92,13.7,14.9,6.2,0.49,0.025,195,1358919,e7,act1,silver1
14,Viper,0.98,14.2,14.6,5.5,0.49,0.027,202,1450107,e7,act1,silver1
15,Deadlock,0.97,14.5,14.9,3.9,0.488,0.04,208,2165667,e7,act1,silver1
16,Breach,0.94,14.2,15.2,6.2,0.488,0.03,201,1596733,e7,act1,silver1
17,Chamber,1.08,15.8,14.6,3.2,0.488,0.033,217,1797655,e7,act1,silver1
18,Omen,0.98,14.6,15.0,6.5,0.486,0.082,205,4445086,e7,act1,silver1
19,Neon,1.0,15.9,15.9,4.2,0.48,0.021,227,1140867,e7,act1,silver1
20,Yoru,1.0,15.4,15.4,4.3,0.465,0.019,216,1015568,e7,act1,silver1
21,Harbor,0.9,13.6,15.1,5.8,0.462,0.009,191,508036,e7,act1,silver1
22,KAY/O,0.89,13.7,15.3,8.2,0.459,0.023,199,1249737,e7,act1,silver1
1,Brimstone,0.97,14.1,14.6,7.6,0.508,0.057,204,2625648,e7,act1,bronze3
2,Reyna,1.16,17.6,15.1,4.5,0.507,0.119,249,5445299,e7,act1,bronze3
3,Killjoy,0.98,13.8,14.1,4.0,0.507,0.057,198,2595767,e7,act1,bronze3
4,Phoenix,1.09,16.4,15.0,4.6,0.503,0.036,234,1647700,e7,act1,bronze3
5,Sage,0.89,13.0,14.6,6.9,0.503,0.094,186,4314856,e7,act1,bronze3
6,Raze,1.04,16.0,15.4,5.0,0.502,0.069,236,3171863,e7,act1,bronze3
7,Jett,1.09,16.8,15.4,3.9,0.499,0.078,238,3557227,e7,act1,bronze3
8,Gekko,0.91,13.6,14.9,4.8,0.497,0.036,191,1642591,e7,act1,bronze3
9,Astra,1.02,14.6,14.3,5.8,0.496,0.013,205,593620,e7,act1,bronze3
10,Skye,0.91,13.5,14.8,7.5,0.495,0.059,193,2699233,e7,act1,bronze3
11,Cypher,0.99,14.1,14.2,4.9,0.494,0.033,196,1515857,e7,act1,bronze3
12,Sova,0.96,14.0,14.5,5.4,0.493,0.033,201,1501274,e7,act1,bronze3
13,Fade,0.92,13.6,14.8,6.2,0.493,0.026,194,1199021,e7,act1,bronze3
14,Viper,0.97,14.1,14.5,5.4,0.492,0.028,201,1275116,e7,act1,bronze3
15,Deadlock,0.97,14.4,14.8,4.0,0.492,0.043,205,1964483,e7,act1,bronze3
16,Breach,0.93,14.1,15.1,6.0,0.491,0.028,201,1295207,e7,act1,bronze3
17,Chamber,1.07,15.6,14.5,3.2,0.491,0.031,215,1427925,e7,act1,bronze3
18,Omen,0.98,14.5,14.9,6.2,0.489,0.082,205,3769925,e7,act1,bronze3
19,Neon,0.99,15.7,15.8,4.2,0.484,0.023,225,1074495,e7,act1,bronze3
20,Yoru,0.99,15.1,15.3,4.3,0.469,0.021,214,965750,e7,act1,bronze3
21,Harbor,0.9,13.4,15.0,5.7,0.466,0.01,191,440875,e7,act1,bronze3
22,KAY/O,0.89,13.5,15.2,8.1,0.463,0.023,197,1074845,e7,act1,bronze3
1,Killjoy,0.96,13.5,14.0,4.0,0.507,0.056,194,2447772,e7,act1,bronze2
2,Brimstone,0.95,13.8,14.6,7.4,0.506,0.055,201,2427688,e7,act1,bronze2
3,Reyna,1.13,17.0,15.1,4.6,0.503,0.115,243,5042618,e7,act1,bronze2
4,Sage,0.87,12.7,14.5,6.8,0.5,0.102,182,4488787,e7,act1,bronze2
5,Raze,1.01,15.5,15.3,5.0,0.499,0.069,231,3029366,e7,act1,bronze2
6,Phoenix,1.06,15.8,14.9,4.6,0.497,0.037,227,1618333,e7,act1,bronze2
7,Jett,1.06,16.2,15.3,3.9,0.495,0.07,232,3101241,e7,act1,bronze2
8,Gekko,0.89,13.2,14.9,4.8,0.494,0.039,187,1712656,e7,act1,bronze2
9,Astra,1.0,14.2,14.3,5.6,0.493,0.011,200,501480,e7,act1,bronze2
10,Skye,0.89,13.1,14.7,7.5,0.492,0.059,189,2578197,e7,act1,bronze2
11,Deadlock,0.95,14.0,14.8,4.0,0.491,0.042,202,1847263,e7,act1,bronze2
12,Breach,0.92,13.9,15.1,5.9,0.491,0.027,198,1168430,e7,act1,bronze2
13,Viper,0.94,13.7,14.5,5.4,0.491,0.029,197,1273890,e7,act1,bronze2
14,Cypher,0.96,13.7,14.2,4.9,0.491,0.033,193,1444775,e7,act1,bronze2
15,Fade,0.89,13.2,14.8,6.1,0.489,0.028,190,1236422,e7,act1,bronze2
16,Sova,0.93,13.6,14.5,5.3,0.488,0.034,196,1491378,e7,act1,bronze2
17,Omen,0.96,14.2,14.9,6.0,0.487,0.081,201,3581554,e7,act1,bronze2
18,Chamber,1.04,15.1,14.5,3.3,0.487,0.029,211,1298196,e7,act1,bronze2
19,Neon,0.97,15.2,15.7,4.2,0.481,0.026,220,1147893,e7,act1,bronze2
20,Harbor,0.87,13.1,15.0,5.6,0.467,0.01,187,446178,e7,act1,bronze2
21,Yoru,0.96,14.6,15.2,4.3,0.465,0.024,208,1060430,e7,act1,bronze2
22,KAY/O,0.87,13.1,15.2,8.0,0.462,0.025,193,1086092,e7,act1,bronze2
1,Killjoy,0.93,13.0,14.0,4.0,0.507,0.053,190,1839629,e7,act1,bronze1
2,Brimstone,0.92,13.4,14.6,7.1,0.503,0.051,196,1779307,e7,act1,bronze1
3,Reyna,1.09,16.4,15.0,4.6,0.499,0.11,235,3826806,e7,act1,bronze1
4,Sage,0.84,12.2,14.5,6.7,0.499,0.11,176,3807127,e7,act1,bronze1
5,Raze,0.98,14.9,15.3,5.0,0.497,0.07,224,2423511,e7,act1,bronze1
6,Gekko,0.86,12.7,14.8,4.7,0.492,0.042,182,1468037,e7,act1,bronze1
7,Phoenix,1.01,15.1,14.9,4.5,0.492,0.038,219,1305025,e7,act1,bronze1
8,Breach,0.89,13.5,15.1,5.8,0.491,0.024,194,843113,e7,act1,bronze1
9,Skye,0.86,12.6,14.7,7.4,0.491,0.058,183,2019821,e7,act1,bronze1
10,Jett,1.02,15.5,15.3,3.9,0.491,0.063,223,2173532,e7,act1,bronze1
11,Deadlock,0.92,13.5,14.8,4.0,0.49,0.045,197,1577581,e7,act1,bronze1
12,Astra,0.96,13.7,14.3,5.4,0.49,0.01,194,338651,e7,act1,bronze1
13,Cypher,0.93,13.2,14.2,4.9,0.489,0.032,187,1105769,e7,act1,bronze1
14,Viper,0.91,13.2,14.5,5.2,0.488,0.03,191,1036188,e7,act1,bronze1
15,Fade,0.85,12.7,14.8,6.1,0.487,0.03,183,1032657,e7,act1,bronze1
16,Omen,0.93,13.8,14.9,5.8,0.486,0.08,196,2768388,e7,act1,bronze1
17,Sova,0.9,13.0,14.5,5.2,0.486,0.034,190,1188332,e7,act1,bronze1
18,Chamber,1.0,14.5,14.5,3.4,0.484,0.027,204,945509,e7,act1,bronze1
19,Neon,0.94,14.7,15.6,4.2,0.479,0.029,212,1011733,e7,act1,bronze1
20,Harbor,0.84,12.6,14.9,5.5,0.468,0.01,182,352180,e7,act1,bronze1
21,Yoru,0.93,14.1,15.2,4.2,0.466,0.028,202,982534,e7,act1,bronze1
22,KAY/O,0.84,12.7,15.2,7.9,0.463,0.025,187,863542,e7,act1,bronze1
1,Killjoy,0.9,12.6,13.9,4.1,0.509,0.049,185,1565234,e7,act1,iron3
2,Brimstone,0.9,13.0,14.5,6.8,0.502,0.046,192,1462424,e7,act1,iron3
3,Sage,0.81,11.7,14.4,6.5,0.498,0.117,170,3719377,e7,act1,iron3
4,Reyna,1.05,15.7,14.9,4.6,0.497,0.108,227,3439301,e7,act1,iron3
5,Raze,0.95,14.4,15.1,5.0,0.497,0.071,217,2257247,e7,act1,iron3
6,Breach,0.87,13.1,15.0,5.7,0.492,0.021,190,670651,e7,act1,iron3
7,Astra,0.93,13.3,14.2,5.2,0.492,0.008,190,250139,e7,act1,iron3
8,Deadlock,0.89,13.1,14.7,4.0,0.492,0.043,192,1371242,e7,act1,iron3
9,Skye,0.83,12.2,14.6,7.3,0.491,0.055,178,1744661,e7,act1,iron3
10,Cypher,0.91,12.8,14.1,4.9,0.491,0.031,183,973831,e7,act1,iron3
11,Gekko,0.83,12.2,14.8,4.7,0.49,0.046,176,1454530,e7,act1,iron3
12,Viper,0.88,12.7,14.5,5.1,0.489,0.031,185,975050,e7,act1,iron3
13,Jett,0.98,14.8,15.1,3.9,0.489,0.059,214,1887853,e7,act1,iron3
14,Omen,0.9,13.3,14.8,5.5,0.488,0.075,191,2388491,e7,act1,iron3
15,Phoenix,0.97,14.3,14.8,4.5,0.486,0.041,210,1293557,e7,act1,iron3
16,Sova,0.86,12.5,14.5,5.1,0.485,0.036,184,1151377,e7,act1,iron3
17,Fade,0.82,12.1,14.8,6.1,0.484,0.033,178,1043376,e7,act1,iron3
18,Chamber,0.97,14.0,14.5,3.4,0.484,0.025,198,805145,e7,act1,iron3
19,Neon,0.9,14.0,15.5,4.1,0.477,0.033,204,1046429,e7,act1,iron3
20,Harbor,0.82,12.2,14.9,5.4,0.469,0.01,177,325236,e7,act1,iron3
21,KAY/O,0.81,12.2,15.1,7.7,0.467,0.026,182,820605,e7,act1,iron3
22,Yoru,0.89,13.5,15.1,4.2,0.464,0.035,194,1106654,e7,act1,iron3
1,Killjoy,0.86,11.9,13.8,4.0,0.513,0.043,178,494280,e7,act1,iron2
2,Sage,0.77,11.0,14.3,6.2,0.503,0.121,162,1381690,e7,act1,iron2
3,Brimstone,0.86,12.4,14.4,6.3,0.502,0.041,185,462261,e7,act1,iron2
4,Skye,0.79,11.5,14.5,7.0,0.499,0.05,171,570644,e7,act1,iron2
5,Raze,0.91,13.6,14.9,4.9,0.497,0.075,207,858490,e7,act1,iron2
6,Reyna,1.0,14.8,14.8,4.5,0.497,0.107,216,1218953,e7,act1,iron2
7,Cypher,0.87,12.2,14.0,4.8,0.495,0.028,175,318348,e7,act1,iron2
8,Deadlock,0.85,12.4,14.6,3.9,0.494,0.046,184,524730,e7,act1,iron2
9,Gekko,0.79,11.6,14.7,4.6,0.494,0.048,168,549930,e7,act1,iron2
10,Breach,0.85,12.5,14.8,5.5,0.494,0.018,184,203920,e7,act1,iron2
11,Astra,0.9,12.6,14.0,4.9,0.491,0.006,182,72468,e7,act1,iron2
12,Viper,0.83,11.9,14.4,4.9,0.49,0.031,176,350234,e7,act1,iron2
13,Omen,0.86,12.7,14.7,5.1,0.489,0.07,184,799561,e7,act1,iron2
14,Fade,0.78,11.4,14.7,6.0,0.489,0.035,169,397532,e7,act1,iron2
15,Jett,0.92,13.8,14.9,3.8,0.487,0.059,202,677682,e7,act1,iron2
16,Sova,0.82,11.8,14.5,4.9,0.487,0.037,175,426488,e7,act1,iron2
17,Chamber,0.92,13.2,14.4,3.4,0.484,0.023,189,266768,e7,act1,iron2
18,Phoenix,0.92,13.4,14.7,4.3,0.483,0.045,198,508504,e7,act1,iron2
19,Neon,0.86,13.1,15.2,4.0,0.48,0.038,193,429535,e7,act1,iron2
20,Harbor,0.79,11.6,14.8,5.2,0.477,0.009,170,106770,e7,act1,iron2
21,KAY/O,0.78,11.6,14.9,7.5,0.472,0.025,174,287285,e7,act1,iron2
22,Yoru,0.86,12.8,14.9,4.1,0.469,0.044,186,501047,e7,act1,iron2
1,Killjoy,0.8,11.0,13.7,3.9,0.517,0.038,166,115399,e7,act1,iron1
2,Sage,0.72,10.1,14.1,5.7,0.503,0.122,150,370970,e7,act1,iron1
3,Cypher,0.81,11.2,13.8,4.5,0.501,0.025,164,77213,e7,act1,iron1
4,Skye,0.75,10.7,14.2,6.5,0.5,0.043,161,129656,e7,act1,iron1
5,Reyna,0.95,13.8,14.5,4.3,0.498,0.107,203,326438,e7,act1,iron1
6,Raze,0.87,12.6,14.6,4.6,0.497,0.079,195,241460,e7,act1,iron1
7,Brimstone,0.81,11.5,14.1,5.6,0.496,0.036,174,109993,e7,act1,iron1
8,Gekko,0.74,10.8,14.5,4.3,0.495,0.049,158,147923,e7,act1,iron1
9,Astra,0.87,11.6,13.3,4.3,0.494,0.005,173,15995,e7,act1,iron1
10,Deadlock,0.8,11.4,14.3,3.7,0.491,0.048,171,146734,e7,act1,iron1
11,Omen,0.82,11.8,14.5,4.6,0.491,0.063,173,191568,e7,act1,iron1
12,Jett,0.88,12.7,14.5,3.6,0.489,0.064,189,194047,e7,act1,iron1
13,Viper,0.76,10.8,14.2,4.5,0.489,0.031,162,95658,e7,act1,iron1
14,Fade,0.72,10.5,14.5,5.7,0.487,0.036,158,109882,e7,act1,iron1
15,Sova,0.77,10.9,14.2,4.6,0.487,0.038,164,115735,e7,act1,iron1
16,Chamber,0.86,12.1,14.1,3.3,0.487,0.022,177,66948,e7,act1,iron1
17,Breach,0.82,11.6,14.2,5.0,0.485,0.016,174,47353,e7,act1,iron1
18,Phoenix,0.86,12.3,14.3,4.1,0.482,0.049,184,147607,e7,act1,iron1
19,Neon,0.8,11.9,14.8,3.7,0.477,0.043,178,130168,e7,act1,iron1
20,Harbor,0.74,10.6,14.4,4.7,0.477,0.009,159,26670,e7,act1,iron1
21,KAY/O,0.73,10.6,14.6,7.1,0.476,0.024,163,73777,e7,act1,iron1
22,Yoru,0.82,11.9,14.6,3.9,0.475,0.053,174,160184,e7,act1,iron1
1,Sage,1.01,15.3,15.0,7.2,0.518,0.025,207,20268,e6,act3,radiant
2,Reyna,1.15,18.2,15.8,4.3,0.517,0.058,245,47319,e6,act3,radiant
3,Phoenix,1.12,17.7,15.8,5.0,0.511,0.016,241,13146,e6,act3,radiant
4,Brimstone,1.04,15.7,15.0,9.9,0.51,0.046,214,37647,e6,act3,radiant
5,Raze,1.08,17.5,16.3,4.7,0.506,0.093,247,76207,e6,act3,radiant
6,Astra,1.09,15.9,14.5,7.4,0.506,0.03,211,24690,e6,act3,radiant
7,Jett,1.11,18.0,16.2,3.5,0.505,0.183,243,148955,e6,act3,radiant
8,Fade,1.03,15.6,15.1,6.9,0.504,0.024,210,19321,e6,act3,radiant
9,Skye,0.99,15.1,15.2,8.3,0.504,0.079,203,64544,e6,act3,radiant
10,Gekko,1.01,15.2,15.1,5.0,0.503,0.017,201,14255,e6,act3,radiant
11,Killjoy,1.1,16.2,14.7,3.3,0.5,0.104,216,85164,e6,act3,radiant
12,Cypher,1.07,15.9,14.9,4.5,0.498,0.04,208,32706,e6,act3,radiant
13,Viper,1.09,16.4,15.0,6.0,0.497,0.03,223,24370,e6,act3,radiant
14,Sova,1.06,15.6,14.6,6.2,0.495,0.057,212,46298,e6,act3,radiant
15,Yoru,1.06,17.0,16.1,4.8,0.494,0.011,230,8946,e6,act3,radiant
16,Omen,1.02,15.5,15.1,9.2,0.492,0.082,208,67056,e6,act3,radiant
17,Neon,1.02,17.0,16.7,4.3,0.492,0.005,232,4405,e6,act3,radiant
18,Breach,0.97,14.8,15.3,8.4,0.489,0.036,199,28985,e6,act3,radiant
19,Chamber,1.12,17.2,15.3,2.4,0.477,0.035,224,28609,e6,act3,radiant
20,Harbor,0.97,14.8,15.3,6.6,0.474,0.01,198,8241,e6,act3,radiant
21,KAY/O,0.96,15.1,15.7,10.4,0.457,0.017,210,13996,e6,act3,radiant
1,Phoenix,1.11,17.4,15.7,4.9,0.523,0.023,238,86283,e6,act3,immortal3
2,Sage,0.99,14.9,15.1,7.2,0.516,0.034,203,128301,e6,act3,immortal3
3,Brimstone,1.0,15.0,15.0,9.9,0.509,0.055,208,210630,e6,act3,immortal3
4,Reyna,1.13,17.8,15.7,4.3,0.509,0.074,241,283069,e6,act3,immortal3
5,Killjoy,1.06,15.5,14.6,3.4,0.506,0.09,208,343762,e6,act3,immortal3
6,Raze,1.05,17.1,16.2,4.7,0.504,0.083,241,317508,e6,act3,immortal3
7,Gekko,0.97,14.7,15.1,4.9,0.503,0.019,195,70496,e6,act3,immortal3
8,Skye,0.97,14.7,15.2,8.2,0.5,0.07,198,267474,e6,act3,immortal3
9,Sova,1.02,15.0,14.7,6.1,0.5,0.053,206,202558,e6,act3,immortal3
10,Jett,1.09,17.6,16.2,3.4,0.5,0.171,237,652277,e6,act3,immortal3
11,Astra,1.05,15.3,14.7,7.5,0.497,0.033,205,125784,e6,act3,immortal3
12,Viper,1.06,15.7,14.9,6.1,0.495,0.017,215,63569,e6,act3,immortal3
13,Cypher,1.03,15.2,14.8,4.5,0.495,0.051,202,192654,e6,act3,immortal3
14,Breach,0.94,14.4,15.3,8.2,0.492,0.04,195,150614,e6,act3,immortal3
15,Fade,0.98,14.9,15.2,6.7,0.491,0.021,202,81456,e6,act3,immortal3
16,Omen,0.99,15.0,15.1,9.1,0.491,0.086,203,325961,e6,act3,immortal3
17,Yoru,1.03,16.6,16.0,4.7,0.488,0.011,224,40673,e6,act3,immortal3
18,Chamber,1.1,16.7,15.2,2.5,0.481,0.037,219,141343,e6,act3,immortal3
19,Neon,0.98,16.2,16.6,4.2,0.477,0.008,224,28660,e6,act3,immortal3
20,Harbor,0.94,14.3,15.3,6.8,0.468,0.009,193,33339,e6,act3,immortal3
21,KAY/O,0.94,14.7,15.7,10.1,0.457,0.017,206,62887,e6,act3,immortal3
1,Sage,0.98,14.7,15.0,7.2,0.515,0.038,201,181871,e6,act3,immortal2
2,Phoenix,1.1,17.2,15.7,4.9,0.515,0.023,237,112244,e6,act3,immortal2
3,Brimstone,1.0,14.9,14.9,9.8,0.509,0.056,207,271541,e6,act3,immortal2
4,Reyna,1.12,17.7,15.8,4.3,0.503,0.078,240,376779,e6,act3,immortal2
5,Killjoy,1.05,15.2,14.5,3.5,0.499,0.088,206,423398,e6,act3,immortal2
6,Raze,1.05,17.0,16.2,4.8,0.499,0.082,241,393000,e6,act3,immortal2
7,Sova,1.01,14.9,14.7,6.2,0.496,0.051,205,244974,e6,act3,immortal2
8,Gekko,0.96,14.5,15.1,4.9,0.496,0.022,194,107250,e6,act3,immortal2
9,Yoru,1.04,16.4,15.8,4.7,0.494,0.009,223,45341,e6,act3,immortal2
10,Skye,0.96,14.5,15.2,8.1,0.494,0.07,198,337075,e6,act3,immortal2
11,Astra,1.04,15.3,14.7,7.5,0.494,0.031,205,148021,e6,act3,immortal2
12,Jett,1.08,17.5,16.1,3.5,0.492,0.166,237,799524,e6,act3,immortal2
13,Cypher,1.02,15.1,14.8,4.6,0.491,0.05,201,240374,e6,act3,immortal2
14,Omen,0.99,15.0,15.1,9.0,0.49,0.084,203,405245,e6,act3,immortal2
15,Viper,1.05,15.5,14.8,6.1,0.488,0.018,213,86715,e6,act3,immortal2
16,Fade,0.98,14.8,15.1,6.8,0.486,0.023,202,109912,e6,act3,immortal2
17,Breach,0.94,14.3,15.3,8.0,0.485,0.038,195,184778,e6,act3,immortal2
18,Chamber,1.09,16.6,15.2,2.6,0.479,0.036,218,175722,e6,act3,immortal2
19,Neon,0.97,16.2,16.6,4.3,0.475,0.007,223,35257,e6,act3,immortal2
20,Harbor,0.93,14.2,15.3,6.7,0.462,0.011,193,52293,e6,act3,immortal2
21,KAY/O,0.93,14.6,15.7,9.9,0.447,0.018,205,86160,e6,act3,immortal2
1,Sage,0.97,14.6,15.1,7.2,0.508,0.044,200,453409,e6,act3,immortal1
2,Brimstone,0.99,14.8,14.9,9.6,0.508,0.057,206,589693,e6,act3,immortal1
3,Phoenix,1.09,17.2,15.7,4.9,0.505,0.024,238,246633,e6,act3,immortal1
4,Killjoy,1.04,15.1,14.5,3.5,0.497,0.086,205,889532,e6,act3,immortal1
5,Raze,1.05,16.9,16.2,4.8,0.495,0.08,240,827767,e6,act3,immortal1
6,Reyna,1.11,17.6,15.8,4.3,0.495,0.08,240,829327,e6,act3,immortal1
7,Gekko,0.95,14.5,15.2,4.9,0.493,0.026,194,270607,e6,act3,immortal1
8,Astra,1.04,15.3,14.7,7.4,0.492,0.029,206,296707,e6,act3,immortal1
9,Sova,1.01,14.9,14.7,6.1,0.491,0.048,205,494604,e6,act3,immortal1
10,Skye,0.96,14.6,15.2,8.1,0.49,0.067,199,694447,e6,act3,immortal1
11,Viper,1.03,15.4,14.9,6.1,0.489,0.02,211,204199,e6,act3,immortal1
12,Cypher,1.01,15.0,14.8,4.6,0.487,0.049,201,506681,e6,act3,immortal1
13,Jett,1.07,17.4,16.2,3.6,0.486,0.16,236,1660982,e6,act3,immortal1
14,Fade,0.97,14.7,15.2,6.7,0.486,0.025,201,255924,e6,act3,immortal1
15,Omen,0.98,14.9,15.2,8.8,0.484,0.082,203,851786,e6,act3,immortal1
16,Breach,0.94,14.4,15.4,7.8,0.484,0.038,196,390748,e6,act3,immortal1
17,Yoru,1.02,16.2,15.8,4.6,0.477,0.009,222,97390,e6,act3,immortal1
18,Chamber,1.08,16.4,15.2,2.7,0.474,0.038,217,388851,e6,act3,immortal1
19,Neon,0.97,16.2,16.6,4.2,0.467,0.008,224,80384,e6,act3,immortal1
20,Harbor,0.93,14.2,15.3,6.7,0.458,0.012,193,123056,e6,act3,immortal1
21,KAY/O,0.93,14.5,15.7,9.7,0.445,0.02,205,210230,e6,act3,immortal1
1,Brimstone,0.99,14.8,14.9,9.5,0.511,0.058,207,824497,e6,act3,ascendant3
2,Phoenix,1.1,17.3,15.7,4.9,0.508,0.026,239,367754,e6,act3,ascendant3
3,Sage,0.97,14.5,15.0,7.2,0.508,0.048,199,690182,e6,act3,ascendant3
4,Killjoy,1.04,15.0,14.5,3.6,0.501,0.081,204,1156554,e6,act3,ascendant3
5,Reyna,1.12,17.7,15.8,4.4,0.499,0.085,242,1210194,e6,act3,ascendant3
6,Sova,1.02,14.9,14.7,6.1,0.498,0.045,206,647600,e6,act3,ascendant3
7,Raze,1.05,16.9,16.1,4.8,0.497,0.079,241,1129220,e6,act3,ascendant3
8,Skye,0.96,14.6,15.2,8.0,0.493,0.066,199,947740,e6,act3,ascendant3
9,Gekko,0.95,14.5,15.1,4.9,0.493,0.027,194,388894,e6,act3,ascendant3
10,Astra,1.04,15.3,14.7,7.3,0.493,0.027,207,388898,e6,act3,ascendant3
11,Viper,1.03,15.3,14.8,6.1,0.492,0.021,211,294626,e6,act3,ascendant3
12,Fade,0.97,14.7,15.1,6.7,0.491,0.025,201,355655,e6,act3,ascendant3
13,Jett,1.08,17.4,16.1,3.6,0.49,0.155,238,2203871,e6,act3,ascendant3
14,Cypher,1.02,15.0,14.7,4.7,0.49,0.047,201,672524,e6,act3,ascendant3
15,Omen,0.99,15.0,15.2,8.6,0.486,0.081,204,1159156,e6,act3,ascendant3
16,Breach,0.94,14.4,15.4,7.7,0.485,0.037,198,521381,e6,act3,ascendant3
17,Chamber,1.09,16.5,15.1,2.7,0.479,0.04,219,564283,e6,act3,ascendant3
18,Yoru,1.02,16.2,15.8,4.6,0.476,0.009,222,134736,e6,act3,ascendant3
19,Neon,0.98,16.2,16.6,4.3,0.471,0.009,225,122573,e6,act3,ascendant3
20,Harbor,0.93,14.2,15.3,6.6,0.466,0.012,193,175662,e6,act3,ascendant3
21,KAY/O,0.93,14.6,15.7,9.6,0.447,0.021,205,301344,e6,act3,ascendant3
1,Brimstone,0.99,14.8,15.0,9.3,0.51,0.058,207,1184503,e6,act3,ascendant2
2,Sage,0.96,14.4,15.0,7.2,0.508,0.053,198,1089280,e6,act3,ascendant2
3,Phoenix,1.1,17.3,15.7,4.8,0.507,0.027,239,551513,e6,act3,ascendant2
4,Reyna,1.12,17.7,15.8,4.4,0.498,0.087,242,1765538,e6,act3,ascendant2
5,Killjoy,1.03,14.9,14.5,3.6,0.497,0.078,203,1594801,e6,act3,ascendant2
6,Raze,1.05,16.9,16.1,4.8,0.496,0.078,241,1589341,e6,act3,ascendant2
7,Sova,1.01,14.9,14.7,6.1,0.496,0.044,207,887982,e6,act3,ascendant2
8,Skye,0.96,14.6,15.2,8.0,0.494,0.066,199,1342255,e6,act3,ascendant2
9,Astra,1.04,15.3,14.7,7.2,0.493,0.026,207,529086,e6,act3,ascendant2
10,Gekko,0.95,14.4,15.1,4.9,0.492,0.029,194,596357,e6,act3,ascendant2
11,Fade,0.97,14.7,15.1,6.6,0.49,0.025,201,520013,e6,act3,ascendant2
12,Cypher,1.01,15.0,14.7,4.7,0.489,0.046,201,937082,e6,act3,ascendant2
13,Viper,1.03,15.2,14.8,6.1,0.488,0.022,210,452086,e6,act3,ascendant2
14,Jett,1.08,17.4,16.1,3.6,0.487,0.148,237,3011682,e6,act3,ascendant2
15,Breach,0.94,14.4,15.4,7.5,0.483,0.036,198,727442,e6,act3,ascendant2
16,Omen,0.98,15.0,15.2,8.3,0.483,0.081,204,1656351,e6,act3,ascendant2
17,Chamber,1.09,16.4,15.1,2.8,0.477,0.042,218,847581,e6,act3,ascendant2
18,Yoru,1.02,16.2,15.9,4.6,0.472,0.01,221,202157,e6,act3,ascendant2
19,Neon,0.98,16.2,16.6,4.3,0.471,0.009,225,190716,e6,act3,ascendant2
20,Harbor,0.92,14.1,15.3,6.5,0.458,0.013,192,256382,e6,act3,ascendant2
21,KAY/O,0.93,14.5,15.7,9.4,0.447,0.023,204,460763,e6,act3,ascendant2
1,Brimstone,0.98,14.7,15.0,9.2,0.511,0.059,206,1563860,e6,act3,ascendant1
2,Sage,0.95,14.2,15.0,7.2,0.507,0.058,196,1548758,e6,act3,ascendant1
3,Phoenix,1.1,17.3,15.7,4.8,0.505,0.028,239,732432,e6,act3,ascendant1
4,Killjoy,1.02,14.8,14.5,3.7,0.498,0.077,202,2055438,e6,act3,ascendant1
5,Reyna,1.12,17.7,15.8,4.4,0.498,0.088,242,2346662,e6,act3,ascendant1
6,Raze,1.05,16.8,16.1,4.8,0.496,0.076,240,2029764,e6,act3,ascendant1
7,Sova,1.01,14.9,14.7,6.0,0.495,0.042,206,1127222,e6,act3,ascendant1
8,Astra,1.04,15.3,14.7,7.1,0.494,0.025,207,660751,e6,act3,ascendant1
9,Gekko,0.95,14.3,15.2,4.9,0.494,0.031,193,829340,e6,act3,ascendant1
10,Skye,0.95,14.5,15.2,7.9,0.492,0.064,199,1707343,e6,act3,ascendant1
11,Viper,1.02,15.1,14.8,6.0,0.49,0.023,208,623550,e6,act3,ascendant1
12,Fade,0.96,14.6,15.2,6.6,0.49,0.026,200,701481,e6,act3,ascendant1
13,Cypher,1.01,14.9,14.7,4.7,0.489,0.045,200,1189312,e6,act3,ascendant1
